"bandNumber","site","date","age","sex","mass","wing","species"
"2460-22903","MOLIKARMD1","2007-06-07","AHY","F",13,48,"HOWR"
"2460-22904","MOLIKARMD1","2007-06-07","AHY","M",11,49,"HOWR"
"2460-22907","VERSBETMD1","2007-06-12","AHY","M",10,63,"CACH"
"2460-22908","PERRCHRMD1","2007-06-14","AHY","M",11,61,"CACH"
"2460-22910","PERRCHRMD1","2007-06-15","AHY","M",12,61,"CACH"
"2460-22920","BARBJERMD1","2007-06-27","AHY","M",10,45,"HOWR"
"2460-22921","BARBJERMD1","2007-06-27","AHY","U",9.2,60,"CACH"
"2460-22922","KEYESUSMD1","2007-06-28","HY","U",10,61,"CACH"
"2460-22923","KEYESUSMD1","2007-06-28","HY","U",11,56,"CACH"
"2460-22927","LANDCELVA1","2007-07-07","AHY","F",7,60,"CACH"
"2460-22928","LANDCELVA1","2007-07-07","AHY","M",8,63,"CACH"
"2460-22931","OLONMARDC1","2007-07-11","AHY","F",10.5,46,"HOWR"
"2460-22932","OLONMARDC1","2007-07-11","HY","U",11.5,50,"HOWR"
"2460-22936","MORRCHRVA1","2007-07-23","HY","U",25,62,"CACH"
"2460-22940","MOSMCARMD1","2007-07-27","AHY","M",10.3,47,"HOWR"
"2460-22941","MOSMCARMD1","2007-07-27","AHY","F",10.6,46,"HOWR"
"2460-22942","MOSMCARMD1","2007-07-27","AHY","F",13,62,"CACH"
"2460-22948","SCHLROBMD1","2008-06-19","AHY","F",10.2,53,"HOWR"
"2460-22949","SCHLROBMD1","2008-06-19","U","U",10.1,63,"CACH"
"2460-22950","SCHLROBMD1","2008-06-19","AHY","M",13.8,50,"HOWR"
"2460-22951","SCHLROBMD1","2008-06-19","AHY","M",11,61,"CACH"
"2460-22953","BEALTOMMD1","2008-06-20","AHY","M",10,62.5,"CACH"
"2460-22954","BEALTOMMD1","2008-06-20","HY","U",10,55,"CACH"
"2460-22958","STURCARMD1","2008-07-02","AHY","M",10.3,51,"HOWR"
"2460-22959","STURCARMD1","2008-07-02","AHY","M",11.75,50.5,"HOWR"
"2460-22960","STURCARMD1","2008-07-02","AHY","M",10.5,50,"HOWR"
"2460-22961","STURCARMD1","2008-07-02","AHY","F",11.5,48,"HOWR"
"2460-22963","GECACARVA1","2010-07-02","HY","U",9.8,59,"CACH"
"2460-22965","REITBOBMD1","2010-07-06","AHY","M",10.8,48,"HOWR"
"2460-22966","PERRCHRMD1","2010-07-07","HY","U",9.4,60,"CACH"
"2460-22967","SCHLROBMD1","2010-07-12","HY","U",10.4,62,"CACH"
"2460-22970","BEALTOMMD1","2010-07-13","HY","U",9.5,62,"CACH"
"2460-22971","BEALTOMMD1","2010-07-13","U","U",10.5,61,"CACH"
"2460-22972","BEALTOMMD1","2010-07-13","AHY","F",9.4,60,"CACH"
"2460-22987","VONGJENMD1","2013-05-05","AHY","M",11.4,51.5,"HOWR"
"2460-22988","VONGJENMD1","2013-05-05","SY","M",10.2,62,"CACH"
"2460-22989","BURDROBVA1","2013-05-05","SY","M",NA,NA,"CACH"
"2460-22990","BURDROBVA1","2013-05-05","SY","U",13.9,50.5,"HOWR"
"2460-22991","BURDROBVA1","2013-05-05","SY","M",11.2,52,"HOWR"
"2510-03802","ROHRSALMD1","2008-05-28","AHY","F",8.9,58,"CACH"
"2510-03809","MANNJANDC1","2008-06-10","AHY","F",10.1,60,"CACH"
"2510-03817","GECACARVA1","2008-06-18","AHY","F",11.7,50,"HOWR"
"2510-03818","GECACARVA1","2008-06-18","HY","U",10.3,51,"HOWR"
"2510-03824","FISHFERVA1","2008-06-22","HY","F",9,60,"CACH"
"2510-03825","FISHFERVA1","2008-06-22","AHY","F",9,61,"CACH"
"2510-03826","FISHFERVA1","2008-06-22","AHY","M",9.9,60,"CACH"
"2510-03829","GECACARVA1","2010-07-02","HY","U",9.9,63,"CACH"
"2510-03831","BUISNORVA1","2008-07-13","HY","U",9.8,47,"HOWR"
"2510-03832","BUISNORVA1","2008-07-13","HY","U",9.3,58,"CACH"
"2510-03833","BUISNORVA1","2008-07-13","HY","U",10.6,61,"CACH"
"2510-03834","BUISNORVA1","2008-07-13","HY","U",9.7,56,"CACH"
"2510-03853","COLSKATMD1","2010-06-30","AHY","M",11.4,53,"HOWR"
"2510-03854","COLSKATMD1","2010-06-30","AHY","F",11.7,49,"HOWR"
"2510-03857","WILLTERMD1","2010-06-28","HY","U",8.1,58,"CACH"
"2510-03858","WILLTERMD1","2010-06-28","HY","U",10.1,59,"CACH"
"2510-03888","ROHRSALMD1","2010-06-04","HY","U",9.4,61,"CACH"
"2510-03889","ROHRSALMD1","2010-06-04","AHY","U",9.3,61,"CACH"
"2510-03890","ROHRSALMD1","2010-06-04","HY","U",10.1,63,"CACH"
"2510-03891","ROHRSALMD1","2010-06-04","AHY","M",11.8,64,"CACH"
"2510-03892","ROHRSALMD1","2010-06-04","HY","U",9.9,63,"CACH"
"2510-03893","ROHRSALMD1","2010-06-04","HY","U",9.2,59,"CACH"
"2510-03894","ROHRSALMD1","2010-06-04","AHY","M",10.5,63,"CACH"
"2510-04203","ROHRSALMD1","2007-06-11","AHY","U",9.9,60,"CACH"
"2510-04204","ROHRSALMD1","2007-06-11","AHY","U",8.4,65,"CACH"
"2510-04228","PIROELADC1","2007-07-24","HY","U",9.3,60,"CACH"
"2510-04303","COLSKATMD1","2007-06-12","AHY","M",10.5,50,"HOWR"
"2510-04304","COLSKATMD1","2007-06-12","U","F",11.7,61,"CACH"
"2510-04306","STEWBETMD1","2007-06-15","AHY","M",11,54,"HOWR"
"2510-04307","STEWBETMD1","2007-06-15","HY","U",10.4,62,"CACH"
"2510-04308","STEWBETMD1","2007-06-15","AHY","F",8.8,60,"CACH"
"2510-04317","BUISNORVA1","2007-06-30","AHY","F",8.9,60,"CACH"
"2510-04318","NEWBCARVA1","2007-07-02","HY","M",10.4,58,"HOWR"
"2510-04319","NEWBCARVA1","2007-07-02","AHY","F",9.8,64,"CACH"
"2510-04320","NEWBCARVA1","2007-07-02","AHY","F",11,48,"HOWR"
"2510-04325","BURDROBVA1","2007-07-11","AHY","F",9.6,60,"CACH"
"2510-04327","PADORAMVA1","2007-07-14","HY","U",9,60,"CACH"
"2510-04328","PADORAMVA1","2007-07-14","U","U",10.1,62,"CACH"
"2510-04331","BRIGKIMMD1","2007-07-19","HY","U",10.8,52,"HOWR"
"2510-04388","STANJEFMD1","2012-05-23","AHY","F",16.8,49,"HOWR"
"2510-04389","STANJEFMD1","2012-05-23","AHY","M",10.4,48,"HOWR"
"2510-04393","BUISNORVA1","2012-05-26","AHY","M",9.5,61,"CACH"
"2510-04400","VERSBETMD1","2012-06-07","AHY","F",8.5,59,"CACH"
"2531-74530","ZAMBTRAMD1","2015-06-30","ASY","F",33.2,88,"GRCA"
"2531-74531","ZAMBTRAMD1","2015-06-30","ASY","M",33.6,89.5,"GRCA"
"2531-74532","CAMPGLOMD1","2015-07-01","HY","U",37.8,90,"NOCA"
"2531-74536","WOLFKARDC1","2015-07-05","SY","M",30.7,86.5,"GRCA"
"2531-74537","WOLFKARDC1","2015-07-05","HY","U",32,75,"GRCA"
"2531-74539","LEONTESDC1","2015-07-07","SY","M",33.3,86,"GRCA"
"2531-74540","LEONTESDC1","2015-07-07","ASY","M",36.5,91.5,"GRCA"
"2531-74541","LEONTESDC1","2015-07-07","ASY","M",35.9,89,"GRCA"
"2531-74542","LEONTESDC1","2015-07-07","SY","F",39.2,85,"GRCA"
"2531-74547","CLARCOLDC1","2015-07-14","ASY","F",45.4,88.5,"NOCA"
"2531-74552","VERSBETMD1","2013-06-20","AHY","M",44.5,98,"NOCA"
"2531-74553","VERSBETMD1","2013-06-20","AHY","M",44.1,97,"NOCA"
"2531-74554","VERSBETMD1","2013-06-20","AHY","M",43.7,92,"NOCA"
"2531-74555","VERSBETMD1","2013-06-20","SY","M",43.1,94,"NOCA"
"2531-74563","CAMPGLOMD1","2013-07-01","HY","M",44.3,90,"NOCA"
"2531-74565","BUISNORVA1","2013-07-20","AHY","F",44,93,"NOCA"
"2531-74566","BUISNORVA1","2013-07-20","AHY","M",38.2,92,"GRCA"
"2531-74567","BUISNORVA1","2013-07-20","AHY","M",39.6,91,"NOCA"
"2531-74568","BUISNORVA1","2013-07-20",NA,NA,NA,NA,"NOCA"
"2531-74571","PERRCHRMD1","2013-07-26","AHY","F",40,88,"NOCA"
"2531-74572","PERRCHRMD1","2013-07-26","AHY","M",42.3,94,"NOCA"
"2531-74579","OBRICHRMD1","2014-08-06","AHY","F",35.1,90.5,"GRCA"
"2531-74580","OBRICHRMD1","2014-08-06","HY","U",36.6,88.5,"GRCA"
"2531-74583","WOLFKARDC1","2014-08-16","HY","U",34.6,89,"GRCA"
"2531-74585","BURDROBVA1","2015-06-01","AHY","F",42,93,"NOCA"
"2531-74588","BURDROBVA1","2015-06-01","AHY","M",40.2,87,"NOCA"
"2531-74589","BURDROBVA1","2015-06-01","AHY","M",32.9,84,"GRCA"
"2531-74590","BURDROBVA1","2015-06-01","AHY","M",38.6,93.5,"NOCA"
"2531-74591","BURDROBVA1","2015-06-01","AHY","M",40.3,95,"NOCA"
"2531-74593","COLSKATMD1","2015-06-06","AHY","M",40.8,95,"NOCA"
"2531-74997","EGANMARMD1","2015-06-26","ASY","M",34,87.5,"GRCA"
"2531-74998","EGANMARMD1","2015-06-26","SY","F",33.8,82.5,"GRCA"
"2531-90207","ROHRSALMD1","2015-04-22","ASY","U",36.2,93.5,"GRCA"
"2531-90227","ROHRSALMD1","2013-06-27","AHY","F",45,89,"NOCA"
"2531-90228","MORRCHRVA1","2013-06-30","HY","U",42.3,88,"NOCA"
"2531-90238","STUECHRVA2","2013-07-20","AHY","M",35.1,90,"GRCA"
"2531-90239","STUECHRVA2","2013-07-20","AHY","F",36.4,84,"GRCA"
"2531-90240","STUECHRVA2","2013-07-20","HY","U",39.7,85,"NOCA"
"2531-90254","SILLSCOMD1","2014-06-07","AHY","M",45.4,84,"GRCA"
"2531-90255","CLARCOLDC1","2014-06-08","AHY","M",37.4,93,"GRCA"
"2531-90260","WOLFAMYDC1","2014-06-14","AHY","M",32.1,87,"GRCA"
"2531-90261","FISHFERVA1","2014-06-23","AHY","M",40.6,100,"NOCA"
"2531-90262","FISHFERVA1","2014-06-23","AHY","M",50.9,102,"NOCA"
"2531-90280","ROHRSALMD1","2015-04-22","AHY","F",50.5,89,"NOCA"
"2531-90281","ROHRSALMD1","2015-04-22","AHY","M",45.3,95,"NOCA"
"2540-62805","BARBJERMD1","2008-06-02","AHY","M",10.9,53.5,"HOWR"
"2540-62806","BARBJERMD1","2008-06-02","AHY","M",9.4,59,"CACH"
"2540-62811","CAMPGLOMD1","2008-06-09","AHY","M",11.6,49,"HOWR"
"2540-62812","MOSMCARMD1","2008-06-10","AHY","F",10.1,50,"HOWR"
"2540-62813","MOSMCARMD1","2008-06-10","AHY","F",11.4,51,"HOWR"
"2540-62814","MOSMCARMD1","2008-06-10","AHY","M",10.8,52,"HOWR"
"2540-62815","MOSMCARMD1","2008-06-10","AHY","M",9.7,63,"CACH"
"2540-62816","MOSMCARMD1","2008-06-10","AHY","F",9.6,59,"CACH"
"2540-62817","VERSBETMD1","2008-06-11","AHY","M",10.6,60,"CACH"
"2540-62818","VERSBETMD1","2008-06-11","HY","U",10.4,51,"CACH"
"2540-62828","KEYESUSMD1","2008-06-20","HY","U",9.7,62,"CACH"
"2540-62829","KEYESUSMD1","2008-06-20","AHY","M",10.4,51,"HOWR"
"2540-62830","SALOSHEMD1","2008-06-22","AHY","M",11,49,"HOWR"
"2540-62831","SALOSHEMD1","2008-06-22","AHY","F",14,49,"HOWR"
"2540-62832","SALOSHEMD1","2008-06-22","HY","U",9.6,62,"CACH"
"2540-62833","SALOSHEMD1","2008-06-22","HY","U",10.4,60,"CACH"
"2540-62837","STEWBETMD1","2008-07-08","HY","U",10.3,60,"CACH"
"2540-62838","STEWBETMD1","2008-07-08","HY","U",9.6,60,"CACH"
"2540-62839","STEWBETMD1","2008-07-08","AHY","M",10.4,50,"HOWR"
"2540-62840","STEWBETMD1","2008-07-08","AHY","F",10.2,49,"HOWR"
"2540-62841","STEWBETMD1","2008-07-08","HY","U",9.6,60,"CACH"
"2540-62845","ZAMBTRAMD1","2008-07-18","AHY","F",10.5,45,"HOWR"
"2540-62850","OLONMARDC1","2008-07-21","HY","U",10.1,60,"CACH"
"2540-62851","REITBOBMD1","2008-07-22","HY","U",9.6,63,"CACH"
"2540-62871","FISHFERVA1","2009-05-30","AHY","U",14,51,"HOWR"
"2540-62872","BEALTOMMD1","2009-05-22","AHY","M",9,64,"CACH"
"2540-62873","BEALTOMMD1","2009-05-22","U","U",10,61,"CACH"
"2540-62874","BEALTOMMD1","2009-05-22","AHY","M",NA,NA,"CACH"
"2540-62885","STEWBETMD1","2009-05-13","AHY","F",9,58,"SOSP"
"2540-62886","STEWBETMD1","2009-05-13","SY","M",9,63.5,"CACH"
"2540-62887","STEWBETMD1","2009-05-13","AHY","M",10,63,"CACH"
"2540-62888","CAMPGLOMD1","2009-05-12","AHY","M",10,60.5,"CACH"
"2540-62892","REITBOBMD1","2009-05-10","AHY","M",13,49.5,"HOWR"
"2540-62893","PERRCHRMD1","2009-05-08","AHY","M",11,63,"CACH"
"2540-62894","PERRCHRMD1","2009-05-08","AHY","F",10,61,"CACH"
"2540-62895","STANJEFMD1","2009-05-07","AHY","F",NA,NA,"HOWR"
"2540-62897","STANJEFMD1","2009-05-07","AHY","M",NA,NA,"HOWR"
"2540-62906","VONGJENMD1","2008-06-12","AHY","F",7.7,61,"CACH"
"2540-62921","SILLSCOMD1","2008-07-07","AHY","M",10.3,50,"HOWR"
"2540-62922","SILLSCOMD1","2008-07-07","AHY","F",10.3,63,"CACH"
"2540-62923","SILLSCOMD1","2008-07-07","AHY","F",9.9,61,"CACH"
"2540-62925","NEWBCARVA1","2008-07-11","HY","U",10.6,49,"HOWR"
"2561-44904","MCDOELIVA1","2012-06-04","AHY","U",39.6,88,"GRCA"
"2561-44905","MCDOELIVA1","2012-06-04","AHY","M",31.3,87,"GRCA"
"2561-44906","VERSBETMD1","2012-06-07","AHY","M",45.3,92,"NOCA"
"2561-44907","VERSBETMD1","2012-06-07","AHY","M",47.5,93,"NOCA"
"2561-44917","MOLIKARMD1","2012-06-14","AHY","M",31.7,86,"GRCA"
"2561-44918","MOLIKARMD1","2012-06-14","AHY","F",35.3,88,"GRCA"
"2561-44921","JACOMERMD1","2012-06-22","AHY","M",34.9,88,"GRCA"
"2561-44926","REITBOBMD1","2012-07-10","AHY","F",37.4,88,"GRCA"
"2561-44927","REITBOBMD1","2012-07-10",NA,NA,NA,NA,"GRCA"
"2561-44928","ONTAHOUDC1","2012-07-11","AHY","M",32.6,90,"GRCA"
"2561-44929","ONTAHOUDC1","2012-07-11","AHY","M",34.3,94,"GRCA"
"2561-44942","WOLFKARDC1","2012-08-06","AHY","M",42.7,93,"NOCA"
"2561-56607","ONTAHOUDC1","2012-07-11","AHY","M",41,92,"NOCA"
"2561-56807","OLONMARDC1","2012-07-06","AHY","M",37.2,93,"GRCA"
"2561-56808","OLONMARDC1","2012-07-06","AHY","F",31.6,86,"GRCA"
"2561-56809","MISSEDDC1","2012-07-10","AHY","M",41.5,95,"NOCA"
"2561-56810","MANNJANDC1","2012-07-11","AHY","M",41.4,94,"NOCA"
"2561-56811","MANNJANDC1","2012-07-11","AHY","M",41.9,92,"NOCA"
"2561-56812","MANNJANDC1","2012-07-11","HY","U",33.6,89,"GRCA"
"2561-56813","MANNJANDC1","2012-07-11","AHY","M",35.5,86,"GRCA"
"2561-56814","MANNJANDC1","2012-07-11","AHY","M",32.5,83,"GRCA"
"2561-56815","MANNJANDC1","2012-07-11","AHY","F",39,85,"NOCA"
"2561-56816","MANNJANDC1","2012-07-11","AHY","M",40.6,92,"NOCA"
"2561-56844","LANDCELVA1","2013-06-29","HY","U",35.3,85,"GRCA"
"2561-56849","CLARCOLDC1","2013-07-10","AHY","M",34.3,93,"GRCA"
"2561-56850","BARBJERMD1","2013-07-11","HY","U",45.2,88,"NOCA"
"2561-56851","BARBJERMD1","2013-07-11","HY","U",45.5,90,"NOCA"
"2561-56852","BARBJERMD1","2013-07-11","HY","U",38.2,84,"NOCA"
"2561-56853","BARBJERMD1","2013-07-11","HY","U",39.2,87.5,"NOCA"
"2561-56854","BARBJERMD1","2013-07-11","AHY","F",47.7,97,"NOCA"
"2561-56855","BARBJERMD1","2013-07-11","AHY","F",43.6,92,"NOCA"
"2561-56866","PADORAMVA1","2013-07-30","AHY","F",36.9,92.5,"NOCA"
"2561-56867","PADORAMVA1","2013-07-30","AHY","M",NA,NA,"NOCA"
"2561-56868","PADORAMVA1","2013-07-30","HY","M",39.7,96.5,"NOCA"
"2561-56869","SCHLROBMD1","2013-07-31","HY","U",39.2,87,"NOCA"
"2561-56870","SCHLROBMD1","2013-07-13","SY","F",46.4,93,"NOCA"
"2561-56871","NEWBCARVA1","2013-08-01","HY","F",41.5,86,"NOCA"
"2561-56872","NEWBCARVA1","2013-08-01","HY","F",42.9,85,"NOCA"
"2561-56873","NEWBCARVA1","2013-08-01",NA,NA,NA,NA,"NOCA"
"2561-56890","GERYERIMD1","2014-04-14","AHY","F",49,91,"NOCA"
"2561-56891","GERYERIMD1","2014-04-14","AHY","M",43.1,93,"NOCA"
"2561-56893","LEONTESDC1","2014-04-16","AHY","F",41.9,90,"NOCA"
"2561-56894","LEONTESDC1","2014-04-16","AHY","M",38.7,92,"NOCA"
"2570-44717","VERSBETMD1","2012-06-07","AHY","U",9.5,59,"CACH"
"2570-44724","ROHRSALMD1","2012-06-15","AHY","M",9.5,60,"CACH"
"2570-44725","ROHRSALMD1","2012-06-15","AHY","M",8.4,56,"CACH"
"2570-44733","JACOMERMD1","2012-06-22","HY","U",9.3,60,"CACH"
"2570-44737","MORRCHRVA1","2012-06-29","HY","U",10.2,62,"CACH"
"2570-44740","REITBOBMD1","2012-07-10",NA,NA,NA,NA,"HOWR"
"2570-44741","REITBOBMD1","2012-07-10","AHY","U",10.3,51,"HOWR"
"2570-44742","REITBOBMD1","2012-07-10","AHY","F",14.4,48,"HOWR"
"2570-44759","STUECHRVA2","2012-07-28","AHY","M",10.9,51,"HOWR"
"2570-44760","WOLFKARDC1","2012-08-06","U","U",9.8,61,"CACH"
"2571-70312","VONGJENMD1","2015-04-20","SY","M",22.4,63,"SOSP"
"2571-70320","ROHRSALMD1","2013-06-27","AHY","M",20.4,55.5,"CARW"
"2571-70321","ROHRSALMD1","2013-06-27","U","F",21.6,57,"CARW"
"2571-70337","SILLSCOMD1","2014-06-07","AHY","M",20.6,65,"SOSP"
"2571-70338","WOLFAMYDC1","2014-06-14","AHY","M",34.4,65,"SOSP"
"2571-70343","GECACARVA1","2014-06-21","AHY","M",17,56,"CARW"
"2571-70344","GECACARVA1","2014-06-21","AHY","F",48,57,"CARW"
"2571-70346","FISHFERVA1","2014-06-23","AHY","M",21.2,67,"SOSP"
"2571-70347","FISHFERVA1","2014-06-23","AHY","F",20.1,63,"SOSP"
"2571-70354","BURDROBVA1","2014-06-26","AHY","M",22.5,65,"SOSP"
"2571-70358","BLOCDAVMD1","2014-07-03","AHY","U",17.4,55,"CARW"
"2571-70359","BLOCDAVMD1","2014-07-03","HY","U",17.9,54,"CARW"
"2571-70360","BLOCDAVMD1","2014-07-03","AHY","M",20.7,59.5,"CARW"
"2571-70361","BLOCDAVMD1","2014-07-03","AHY","F",21.4,65,"SOSP"
"2571-70362","BLOCDAVMD1","2014-07-03","AHY","M",21,65.5,"SOSP"
"2571-89925","PERRCHRMD1","2014-07-19","HY","U",18.4,59,"CARW"
"2571-89947","PHARAIMMD1","2014-07-27","HY","U",22.2,57,"CARW"
"2571-89982","PADORAMVA1","2015-06-24","AHY","M",20,65,"SOSP"
"2571-89994","REITBOBMD1","2015-04-20","AHY","M",19.5,72,"SOSP"
"2571-90051","COLSKATMD1","2014-06-12","AHY","M",20,58,"CARW"
"2571-90060","ZAMBTRAMD1","2014-06-22","AHY","M",20.1,67,"SOSP"
"2571-90062","BUISNORVA1","2014-06-24","AHY","F",21.2,55,"CARW"
"2571-90063","BUISNORVA1","2014-06-24","AHY","F",21.5,59,"CARW"
"2571-90064","CAMPGLOMD1","2014-06-26","AHY","M",19.3,64,"SOSP"
"2571-90065","CAMPGLOMD1","2014-06-26","AHY","M",20.4,57,"CARW"
"2571-90066","MANNJANDC1","2014-06-29","AHY","M",20,64,"SOSP"
"2571-90083","STUECHRVA2","2015-06-21","ASY","M",20.5,64,"SOSP"
"2571-90084","STUECHRVA2","2015-06-21","SY","M",19.6,63,"SOSP"
"2571-90085","GERYERIMD1","2015-06-30","AHY","M",20.1,69.5,"SOSP"
"2571-90086","GERYERIMD1","2015-06-30","AHY","M",21.3,66,"SOSP"
"2571-90095","JACOMERMD1","2014-06-27","AHY","M",20.8,64.5,"SOSP"
"2571-90096","CAMPGLOMD1","2014-06-26","AHY","F",17.4,60,"SOSP"
"2571-90100","VONGJENMD1","2014-06-14","AHY","U",20.4,59.5,"CARW"
"2571-90101","MANNJANDC1","2012-07-11","AHY","M",22.8,67,"SOSP"
"2571-90121","LANDCELVA1","2013-06-29","SY","M",22.1,64,"SOSP"
"2571-90122","LANDCELVA1","2013-06-29","HY","U",18.1,62.5,"SOSP"
"2571-90126","CLARCOLDC1","2013-07-10","HY","U",17.2,59,"SOSP"
"2571-90144","OLONMARDC1","2013-08-05","U","U",18.8,60,"CARW"
"2571-90158","REITBOBMD1","2014-03-21","AHY","U",20.6,58,"CARW"
"2571-90163","GERYERIMD1","2014-04-14","AHY","M",NA,NA,"SOSP"
"2571-90164","LEONTESDC1","2014-04-16","AHY","M",NA,NA,"SOSP"
"2571-90166","PIROELADC1","2014-04-22","AHY","M",NA,NA,"SOSP"
"2571-90189","NEWBCARVA1","2014-05-21","AHY","F",NA,NA,"CARW"
"2571-90205","SILLSCOMD1","2012-07-25","SY","F",21.4,62,"SOSP"
"2571-90206","SILLSCOMD1","2012-07-25","SY","M",21.3,65.5,"SOSP"
"25719-01425","NEWBCARVA1","2013-08-01",NA,NA,NA,NA,"CARW"
"2590-32307","SALOSHEMD1","2009-06-22","AHY","M",10.4,50,"HOWR"
"2590-32309","VONGJENMD1","2009-06-23","U","U",8.5,58,"CACH"
"2590-82003","TATEJUAMD1","2012-06-28","AHY","M",10.2,49,"HOWR"
"2590-82004","TATEJUAMD1","2012-06-28","AHY","M",10.7,50,"HOWR"
"2590-82005","TATEJUAMD1","2012-06-28","AHY","M",9.5,60.5,"CACH"
"2590-82006","TATEJUAMD1","2012-06-28","HY","U",10.7,60.5,"CACH"
"2590-82007","TATEJUAMD1","2012-06-28","HY","U",9.5,60,"CACH"
"2590-82008","TATEJUAMD1","2012-06-28","HY","U",9.6,60,"CACH"
"2590-82011","BRIGKIMMD1","2012-06-30","HY","U",8.5,58,"CACH"
"2590-82015","BALASUCMD1","2012-07-03","HY","U",9.7,62,"CACH"
"2590-82019","SCHLROBMD1","2012-07-10","AHY","U",8.9,58,"CACH"
"2590-82020","SCHLROBMD1","2012-07-10","AHY","U",9.4,60,"CACH"
"2590-82021","SCHLROBMD1","2012-07-10","AHY","M",10.6,49.5,"HOWR"
"2590-82034","SILLSCOMD1","2012-07-25","AHY","M",10.1,49,"HOWR"
"2590-82035","SILLSCOMD1","2012-07-25","AHY","F",10.2,49,"HOWR"
"2590-82161","MORRCHRVA1","2013-05-28","AHY","U",9.6,62,"CACH"
"2590-82162","COLSKATMD1","2013-05-29","AHY","M",NA,NA,"HOWR"
"2590-82169","STURCARMD1","2013-06-13","HY","M",NA,NA,"HOWR"
"2590-82170","STURCARMD1","2013-06-13","AHY","F",9.1,62,"CACH"
"2590-82181","ZAMBTRAMD1","2013-06-26","AHY","M",10.6,54,"HOWR"
"2590-82184","BROWANNMD1","2013-07-01","AHY","M",10.1,53,"HOWR"
"2590-82188","TATEJUAMD1","2013-07-08","AHY","F",NA,NA,"HOWR"
"2590-82189","TATEJUAMD1","2013-07-08","HY","U",9.1,60,"CACH"
"2590-82190","TATEJUAMD1","2013-07-08","HY","U",8.7,56,"CACH"
"2590-82191","TATEJUAMD1","2013-07-08","AHY","U",9.8,63,"CACH"
"2590-82192","TATEJUAMD1","2013-07-08","AHY","F",10.3,48,"HOWR"
"2590-82193","TATEJUAMD1","2013-07-08","AHY","M",10,52,"HOWR"
"2590-82194","PIROELADC1","2013-07-09","AHY","M",9.9,49,"HOWR"
"2590-82195","PIROELADC1","2013-07-09","AHY","F",12.6,49,"HOWR"
"2590-82196","BEALTOMMD1","2013-07-10","U","U",9.9,61,"CACH"
"2590-82201","BRIGKIMMD1","2009-05-28","AHY","M",9.8,63,"CACH"
"2590-82207","BUISNORVA1","2009-06-07","AHY","M",10.6,60,"CACH"
"2590-82208","BUISNORVA1","2009-06-07","AHY","M",10.5,63,"CACH"
"2590-82301","BALASUCMD1","2009-06-12","U","U",9.8,60,"CACH"
"2590-82302","BALASUCMD1","2009-06-12","U","U",9.4,59,"CACH"
"2590-82308","VONGJENMD1","2009-06-23","AHY","M",11,63,"CACH"
"2590-82310","VONGJENMD1","2009-06-23","AHY","F",9.5,49,"HOWR"
"2590-82311","PHARAIMMD1","2009-06-25","U","U",9,62.5,"CACH"
"2590-82317","OBRICHRMD1","2009-06-30","AHY","M",10.6,51,"HOWR"
"2590-82318","STURCARMD1","2009-07-03","AHY","F",10.7,48,"HOWR"
"2590-82319","STURCARMD1","2009-07-03","AHY","M",11.1,49.5,"HOWR"
"2590-82407","GECACARVA1","2009-05-30","AHY","F",9.3,59.5,"CACH"
"2590-82419","LANDCELVA1","2009-06-20","AHY","M",9.8,50,"HOWR"
"2590-82420","LANDCELVA1","2009-06-20","HY","U",9.6,59,"CACH"
"2590-82433","OLONMARDC1","2009-07-01","HY","U",9.8,62.5,"CACH"
"2590-82434","OLONMARDC1","2009-07-01","AHY","F",8.9,57,"CACH"
"2590-82472","BUISNORVA1","2010-05-29","U","U",10.1,63,"CACH"
"2590-82475","LANDCELVA1","2010-06-04","AHY","M",9.7,62,"CACH"
"2590-82485","BURDROBVA1","2010-06-16","AHY","U",10.3,61.5,"CACH"
"2590-82486","BURDROBVA1","2010-06-16","HY","U",9.6,61,"CACH"
"2590-82487","BURDROBVA1","2010-06-16","AHY","F",9.2,59,"CACH"
"2590-82488","BURDROBVA1","2010-06-16","U","U",10.2,60.5,"CACH"
"2590-82489","BURDROBVA1","2010-06-16","HY","U",9.9,62,"CACH"
"2590-82493","NEWBCARVA1","2010-06-19","AHY","M",10.8,50,"HOWR"
"2590-82498","NEWBCARVA1","2010-06-19","HY","U",9.3,61,"CACH"
"2590-82499","NEWBCARVA1","2010-06-19","AHY","M",10.1,60,"CACH"
"2590-82500","NEWBCARVA1","2010-06-19","AHY","F",9.2,58.5,"CACH"
"2590-82501","SCHLROBMD1","2009-05-15","AHY","M",9.3,64,"CACH"
"2590-82502","SCHLROBMD1","2009-05-15","AHY","M",10,61,"CACH"
"2590-82503","SCHLROBMD1","2009-05-15","AHY","M",10.7,62,"CACH"
"2590-82504","SCHLROBMD1","2009-05-15","AHY","M",9.6,62,"CACH"
"2590-82505","SCHLROBMD1","2009-05-15","AHY","M",10.2,63,"CACH"
"2590-82506","SCHLROBMD1","2009-05-15","AHY","F",9.6,58,"CACH"
"2590-82507","SCHLROBMD1","2009-05-15","AHY","M",9.3,64,"CACH"
"2590-82508","SCHLROBMD1","2009-05-15","AHY","F",11.1,58.5,"CACH"
"2590-82509","SCHLROBMD1","2009-05-15","AHY","M",10.3,64,"CACH"
"2590-82510","SCHLROBMD1","2009-05-15","AHY","F",9.3,59,"CACH"
